Files already downloaded and verified
Files already downloaded and verified
Epoch: 12, Iteration:   160 loss: 0.334
Epoch: 12, Iteration:   180 loss: 0.338
Epoch: 12, Iteration:   200 loss: 0.295
Epoch: 12, Iteration:   220 loss: 0.298
Epoch: 12, Iteration:   240 loss: 0.280
Epoch: 12, Iteration:   260 loss: 0.300
Epoch: 12, Iteration:   280 loss: 0.313
Epoch: 12, Iteration:   300 loss: 0.274
Epoch: 12, Iteration:   320 loss: 0.275
Epoch: 12, Iteration:   340 loss: 0.273
Epoch: 12, Iteration:   360 loss: 0.282
Epoch: 12, Iteration:   380 loss: 0.264
Epoch: 12, Iteration:   400 loss: 0.279
Epoch: 12, Iteration:   420 loss: 0.279
Epoch: 12, Iteration:   440 loss: 0.254
Epoch: 12, Iteration:   460 loss: 0.271
Epoch: 12, Iteration:   480 loss: 0.285
Epoch: 12, Iteration:   500 loss: 0.225
Epoch: 12, Iteration:   520 loss: 0.256
Epoch: 12, Iteration:   540 loss: 0.266
Epoch: 12, Iteration:   560 loss: 0.240
Epoch: 12, Iteration:   580 loss: 0.243
Epoch: 12, Iteration:   600 loss: 0.248
Epoch: 12, Iteration:   620 loss: 0.259
Epoch: 12, Iteration:   640 loss: 0.242
Epoch: 12, Iteration:   660 loss: 0.211
Epoch: 12, Iteration:   680 loss: 0.251
Epoch: 12, Iteration:   700 loss: 0.256
Epoch: 12, Iteration:   720 loss: 0.239
Epoch: 12, Iteration:   740 loss: 0.218
Epoch: 12, Iteration:   760 loss: 0.252
Epoch: 12, Iteration:   780 loss: 0.261
Loss: 1.307
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 67 %
Accuracy of   car : 74 %
Accuracy of  bird : 50 %
Accuracy of   cat : 46 %
Accuracy of  deer : 58 %
Accuracy of   dog : 50 %
Accuracy of  frog : 75 %
Accuracy of horse : 78 %
Accuracy of  ship : 77 %
Accuracy of truck : 69 %
Epoch: 13, Iteration:     0 loss: 0.013
Epoch: 13, Iteration:    20 loss: 0.185
Epoch: 13, Iteration:    40 loss: 0.191
Epoch: 13, Iteration:    60 loss: 0.221
Epoch: 13, Iteration:    80 loss: 0.200
Epoch: 13, Iteration:   100 loss: 0.210
Epoch: 13, Iteration:   120 loss: 0.206
Epoch: 13, Iteration:   140 loss: 0.203
Epoch: 13, Iteration:   160 loss: 0.193
Epoch: 13, Iteration:   180 loss: 0.194
Epoch: 13, Iteration:   200 loss: 0.191
Epoch: 13, Iteration:   220 loss: 0.193
Epoch: 13, Iteration:   240 loss: 0.214
Epoch: 13, Iteration:   260 loss: 0.183
Epoch: 13, Iteration:   280 loss: 0.195
Epoch: 13, Iteration:   300 loss: 0.193
Epoch: 13, Iteration:   320 loss: 0.205
Epoch: 13, Iteration:   340 loss: 0.187
Epoch: 13, Iteration:   360 loss: 0.198
Epoch: 13, Iteration:   380 loss: 0.174
Epoch: 13, Iteration:   400 loss: 0.195
Epoch: 13, Iteration:   420 loss: 0.200
Epoch: 13, Iteration:   440 loss: 0.160
Epoch: 13, Iteration:   460 loss: 0.169
Epoch: 13, Iteration:   480 loss: 0.170
Epoch: 13, Iteration:   500 loss: 0.185
Epoch: 13, Iteration:   520 loss: 0.172
Epoch: 13, Iteration:   540 loss: 0.168
Epoch: 13, Iteration:   560 loss: 0.182
Epoch: 13, Iteration:   580 loss: 0.169
Epoch: 13, Iteration:   600 loss: 0.173
Epoch: 13, Iteration:   620 loss: 0.174
Epoch: 13, Iteration:   640 loss: 0.169
Epoch: 13, Iteration:   660 loss: 0.158
Epoch: 13, Iteration:   680 loss: 0.191
Epoch: 13, Iteration:   700 loss: 0.173
Epoch: 13, Iteration:   720 loss: 0.168
Epoch: 13, Iteration:   740 loss: 0.180
Epoch: 13, Iteration:   760 loss: 0.161
Epoch: 13, Iteration:   780 loss: 0.184
Loss: 1.455
Accuracy of the network on the 10000 test images: 63 %
Accuracy of plane : 69 %
Accuracy of   car : 74 %
Accuracy of  bird : 51 %
Accuracy of   cat : 50 %
Accuracy of  deer : 54 %
Accuracy of   dog : 47 %
Accuracy of  frog : 69 %
Accuracy of horse : 81 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch    13: reducing learning rate of group 0 to 1.0000e-03.
Epoch: 14, Iteration:     0 loss: 0.004
Epoch: 14, Iteration:    20 loss: 0.150
Epoch: 14, Iteration:    40 loss: 0.151
Epoch: 14, Iteration:    60 loss: 0.140
Epoch: 14, Iteration:    80 loss: 0.155
Epoch: 14, Iteration:   100 loss: 0.149
Epoch: 14, Iteration:   120 loss: 0.137
Epoch: 14, Iteration:   140 loss: 0.135
Epoch: 14, Iteration:   160 loss: 0.142
Epoch: 14, Iteration:   180 loss: 0.147
Epoch: 14, Iteration:   200 loss: 0.149
Epoch: 14, Iteration:   220 loss: 0.133
Epoch: 14, Iteration:   240 loss: 0.141
Epoch: 14, Iteration:   260 loss: 0.146
Epoch: 14, Iteration:   280 loss: 0.159
Epoch: 14, Iteration:   300 loss: 0.133
Epoch: 14, Iteration:   320 loss: 0.152
Epoch: 14, Iteration:   340 loss: 0.139
Epoch: 14, Iteration:   360 loss: 0.137
Epoch: 14, Iteration:   380 loss: 0.117
Epoch: 14, Iteration:   400 loss: 0.144
Epoch: 14, Iteration:   420 loss: 0.120
Epoch: 14, Iteration:   440 loss: 0.143
Epoch: 14, Iteration:   460 loss: 0.144
Epoch: 14, Iteration:   480 loss: 0.120
Epoch: 14, Iteration:   500 loss: 0.157
Epoch: 14, Iteration:   520 loss: 0.137
Epoch: 14, Iteration:   540 loss: 0.159
Epoch: 14, Iteration:   560 loss: 0.127
Epoch: 14, Iteration:   580 loss: 0.137
Epoch: 14, Iteration:   600 loss: 0.132
Epoch: 14, Iteration:   620 loss: 0.120
Epoch: 14, Iteration:   640 loss: 0.129
Epoch: 14, Iteration:   660 loss: 0.131
Epoch: 14, Iteration:   680 loss: 0.165
Epoch: 14, Iteration:   700 loss: 0.127
Epoch: 14, Iteration:   720 loss: 0.132
Epoch: 14, Iteration:   740 loss: 0.128
Epoch: 14, Iteration:   760 loss: 0.123
Epoch: 14, Iteration:   780 loss: 0.137
Loss: 1.477
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 69 %
Accuracy of   car : 74 %
Accuracy of  bird : 53 %
Accuracy of   cat : 50 %
Accuracy of  deer : 56 %
Accuracy of   dog : 49 %
Accuracy of  frog : 69 %
Accuracy of horse : 81 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 15, Iteration:     0 loss: 0.010
Epoch: 15, Iteration:    20 loss: 0.151
Epoch: 15, Iteration:    40 loss: 0.152
Epoch: 15, Iteration:    60 loss: 0.140
Epoch: 15, Iteration:    80 loss: 0.143
Epoch: 15, Iteration:   100 loss: 0.131
Epoch: 15, Iteration:   120 loss: 0.140
Epoch: 15, Iteration:   140 loss: 0.135
Epoch: 15, Iteration:   160 loss: 0.131
Epoch: 15, Iteration:   180 loss: 0.141
Epoch: 15, Iteration:   200 loss: 0.139
Epoch: 15, Iteration:   220 loss: 0.126
Epoch: 15, Iteration:   240 loss: 0.124
Epoch: 15, Iteration:   260 loss: 0.137
Epoch: 15, Iteration:   280 loss: 0.134
Epoch: 15, Iteration:   300 loss: 0.137
Epoch: 15, Iteration:   320 loss: 0.143
Epoch: 15, Iteration:   340 loss: 0.146
Epoch: 15, Iteration:   360 loss: 0.126
Epoch: 15, Iteration:   380 loss: 0.123
Epoch: 15, Iteration:   400 loss: 0.123
Epoch: 15, Iteration:   420 loss: 0.103
Epoch: 15, Iteration:   440 loss: 0.112
Epoch: 15, Iteration:   460 loss: 0.137
Epoch: 15, Iteration:   480 loss: 0.137
Epoch: 15, Iteration:   500 loss: 0.131
Epoch: 15, Iteration:   520 loss: 0.126
Epoch: 15, Iteration:   540 loss: 0.116
Epoch: 15, Iteration:   560 loss: 0.148
Epoch: 15, Iteration:   580 loss: 0.123
Epoch: 15, Iteration:   600 loss: 0.130
Epoch: 15, Iteration:   620 loss: 0.130
Epoch: 15, Iteration:   640 loss: 0.127
Epoch: 15, Iteration:   660 loss: 0.134
Epoch: 15, Iteration:   680 loss: 0.138
Epoch: 15, Iteration:   700 loss: 0.123
Epoch: 15, Iteration:   720 loss: 0.122
Epoch: 15, Iteration:   740 loss: 0.129
Epoch: 15, Iteration:   760 loss: 0.131
Epoch: 15, Iteration:   780 loss: 0.151
Loss: 1.499
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 69 %
Accuracy of   car : 74 %
Accuracy of  bird : 53 %
Accuracy of   cat : 52 %
Accuracy of  deer : 56 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 16, Iteration:     0 loss: 0.004
Epoch: 16, Iteration:    20 loss: 0.141
Epoch: 16, Iteration:    40 loss: 0.130
Epoch: 16, Iteration:    60 loss: 0.132
Epoch: 16, Iteration:    80 loss: 0.133
Epoch: 16, Iteration:   100 loss: 0.132
Epoch: 16, Iteration:   120 loss: 0.132
Epoch: 16, Iteration:   140 loss: 0.128
Epoch: 16, Iteration:   160 loss: 0.142
Epoch: 16, Iteration:   180 loss: 0.123
Epoch: 16, Iteration:   200 loss: 0.118
Epoch: 16, Iteration:   220 loss: 0.125
Epoch: 16, Iteration:   240 loss: 0.127
Epoch: 16, Iteration:   260 loss: 0.119
Epoch: 16, Iteration:   280 loss: 0.119
Epoch: 16, Iteration:   300 loss: 0.128
Epoch: 16, Iteration:   320 loss: 0.128
Epoch: 16, Iteration:   340 loss: 0.125
Epoch: 16, Iteration:   360 loss: 0.122
Epoch: 16, Iteration:   380 loss: 0.135
Epoch: 16, Iteration:   400 loss: 0.120
Epoch: 16, Iteration:   420 loss: 0.140
Epoch: 16, Iteration:   440 loss: 0.131
Epoch: 16, Iteration:   460 loss: 0.142
Epoch: 16, Iteration:   480 loss: 0.131
Epoch: 16, Iteration:   500 loss: 0.112
Epoch: 16, Iteration:   520 loss: 0.133
Epoch: 16, Iteration:   540 loss: 0.130
Epoch: 16, Iteration:   560 loss: 0.125
Epoch: 16, Iteration:   580 loss: 0.126
Epoch: 16, Iteration:   600 loss: 0.131
Epoch: 16, Iteration:   620 loss: 0.129
Epoch: 16, Iteration:   640 loss: 0.109
Epoch: 16, Iteration:   660 loss: 0.121
Epoch: 16, Iteration:   680 loss: 0.123
Epoch: 16, Iteration:   700 loss: 0.128
Epoch: 16, Iteration:   720 loss: 0.124
Epoch: 16, Iteration:   740 loss: 0.121
Epoch: 16, Iteration:   760 loss: 0.135
Epoch: 16, Iteration:   780 loss: 0.126
Loss: 1.519
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 69 %
Accuracy of   car : 74 %
Accuracy of  bird : 54 %
Accuracy of   cat : 52 %
Accuracy of  deer : 56 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 17, Iteration:     0 loss: 0.008
Epoch: 17, Iteration:    20 loss: 0.144
Epoch: 17, Iteration:    40 loss: 0.139
Epoch: 17, Iteration:    60 loss: 0.114
Epoch: 17, Iteration:    80 loss: 0.125
Epoch: 17, Iteration:   100 loss: 0.110
Epoch: 17, Iteration:   120 loss: 0.096
Epoch: 17, Iteration:   140 loss: 0.113
Epoch: 17, Iteration:   160 loss: 0.134
Epoch: 17, Iteration:   180 loss: 0.113
Epoch: 17, Iteration:   200 loss: 0.124
Epoch: 17, Iteration:   220 loss: 0.120
Epoch: 17, Iteration:   240 loss: 0.125
Epoch: 17, Iteration:   260 loss: 0.132
Epoch: 17, Iteration:   280 loss: 0.126
Epoch: 17, Iteration:   300 loss: 0.135
Epoch: 17, Iteration:   320 loss: 0.143
Epoch: 17, Iteration:   340 loss: 0.106
Epoch: 17, Iteration:   360 loss: 0.120
Epoch: 17, Iteration:   380 loss: 0.134
Epoch: 17, Iteration:   400 loss: 0.118
Epoch: 17, Iteration:   420 loss: 0.120
Epoch: 17, Iteration:   440 loss: 0.133
Epoch: 17, Iteration:   460 loss: 0.134
Epoch: 17, Iteration:   480 loss: 0.133
Epoch: 17, Iteration:   500 loss: 0.115
Epoch: 17, Iteration:   520 loss: 0.121
Epoch: 17, Iteration:   540 loss: 0.120
Epoch: 17, Iteration:   560 loss: 0.119
Epoch: 17, Iteration:   580 loss: 0.122
Epoch: 17, Iteration:   600 loss: 0.112
Epoch: 17, Iteration:   620 loss: 0.114
Epoch: 17, Iteration:   640 loss: 0.115
Epoch: 17, Iteration:   660 loss: 0.116
Epoch: 17, Iteration:   680 loss: 0.145
Epoch: 17, Iteration:   700 loss: 0.123
Epoch: 17, Iteration:   720 loss: 0.122
Epoch: 17, Iteration:   740 loss: 0.102
Epoch: 17, Iteration:   760 loss: 0.121
Epoch: 17, Iteration:   780 loss: 0.119
Loss: 1.537
Accuracy of the network on the 10000 test images: 63 %
Accuracy of plane : 69 %
Accuracy of   car : 72 %
Accuracy of  bird : 54 %
Accuracy of   cat : 49 %
Accuracy of  deer : 56 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 18, Iteration:     0 loss: 0.005
Epoch: 18, Iteration:    20 loss: 0.119
Epoch: 18, Iteration:    40 loss: 0.105
Epoch: 18, Iteration:    60 loss: 0.138
Epoch: 18, Iteration:    80 loss: 0.117
Epoch: 18, Iteration:   100 loss: 0.125
Epoch: 18, Iteration:   120 loss: 0.116
Epoch: 18, Iteration:   140 loss: 0.117
Epoch: 18, Iteration:   160 loss: 0.116
Epoch: 18, Iteration:   180 loss: 0.113
Epoch: 18, Iteration:   200 loss: 0.107
Epoch: 18, Iteration:   220 loss: 0.117
Epoch: 18, Iteration:   240 loss: 0.110
Epoch: 18, Iteration:   260 loss: 0.119
Epoch: 18, Iteration:   280 loss: 0.138
Epoch: 18, Iteration:   300 loss: 0.114
Epoch: 18, Iteration:   320 loss: 0.118
Epoch: 18, Iteration:   340 loss: 0.116
Epoch: 18, Iteration:   360 loss: 0.136
Epoch: 18, Iteration:   380 loss: 0.125
Epoch: 18, Iteration:   400 loss: 0.127
Epoch: 18, Iteration:   420 loss: 0.131
Epoch: 18, Iteration:   440 loss: 0.105
Epoch: 18, Iteration:   460 loss: 0.106
Epoch: 18, Iteration:   480 loss: 0.117
Epoch: 18, Iteration:   500 loss: 0.130
Epoch: 18, Iteration:   520 loss: 0.121
Epoch: 18, Iteration:   540 loss: 0.116
Epoch: 18, Iteration:   560 loss: 0.135
Epoch: 18, Iteration:   580 loss: 0.124
Epoch: 18, Iteration:   600 loss: 0.107
Epoch: 18, Iteration:   620 loss: 0.119
Epoch: 18, Iteration:   640 loss: 0.117
Epoch: 18, Iteration:   660 loss: 0.117
Epoch: 18, Iteration:   680 loss: 0.115
Epoch: 18, Iteration:   700 loss: 0.120
Epoch: 18, Iteration:   720 loss: 0.094
Epoch: 18, Iteration:   740 loss: 0.114
Epoch: 18, Iteration:   760 loss: 0.112
Epoch: 18, Iteration:   780 loss: 0.103
Loss: 1.556
Accuracy of the network on the 10000 test images: 63 %
Accuracy of plane : 69 %
Accuracy of   car : 72 %
Accuracy of  bird : 55 %
Accuracy of   cat : 49 %
Accuracy of  deer : 56 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 19, Iteration:     0 loss: 0.004
Epoch: 19, Iteration:    20 loss: 0.103
Epoch: 19, Iteration:    40 loss: 0.122
Epoch: 19, Iteration:    60 loss: 0.119
Epoch: 19, Iteration:    80 loss: 0.104
Epoch: 19, Iteration:   100 loss: 0.118
Epoch: 19, Iteration:   120 loss: 0.110
Epoch: 19, Iteration:   140 loss: 0.124
Epoch: 19, Iteration:   160 loss: 0.096
Epoch: 19, Iteration:   180 loss: 0.112
Epoch: 19, Iteration:   200 loss: 0.111
Epoch: 19, Iteration:   220 loss: 0.114
Epoch: 19, Iteration:   240 loss: 0.128
Epoch: 19, Iteration:   260 loss: 0.127
Epoch: 19, Iteration:   280 loss: 0.120
Epoch: 19, Iteration:   300 loss: 0.118
Epoch: 19, Iteration:   320 loss: 0.114
Epoch: 19, Iteration:   340 loss: 0.107
Epoch: 19, Iteration:   360 loss: 0.100
Epoch: 19, Iteration:   380 loss: 0.104
Epoch: 19, Iteration:   400 loss: 0.132
Epoch: 19, Iteration:   420 loss: 0.118
Epoch: 19, Iteration:   440 loss: 0.101
Epoch: 19, Iteration:   460 loss: 0.110
Epoch: 19, Iteration:   480 loss: 0.116
Epoch: 19, Iteration:   500 loss: 0.121
Epoch: 19, Iteration:   520 loss: 0.113
Epoch: 19, Iteration:   540 loss: 0.116
Epoch: 19, Iteration:   560 loss: 0.112
Epoch: 19, Iteration:   580 loss: 0.093
Epoch: 19, Iteration:   600 loss: 0.107
Epoch: 19, Iteration:   620 loss: 0.107
Epoch: 19, Iteration:   640 loss: 0.103
Epoch: 19, Iteration:   660 loss: 0.123
Epoch: 19, Iteration:   680 loss: 0.109
Epoch: 19, Iteration:   700 loss: 0.120
Epoch: 19, Iteration:   720 loss: 0.131
Epoch: 19, Iteration:   740 loss: 0.110
Epoch: 19, Iteration:   760 loss: 0.107
Epoch: 19, Iteration:   780 loss: 0.124
Loss: 1.573
Accuracy of the network on the 10000 test images: 63 %
Accuracy of plane : 69 %
Accuracy of   car : 72 %
Accuracy of  bird : 55 %
Accuracy of   cat : 49 %
Accuracy of  deer : 56 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 20, Iteration:     0 loss: 0.007
Epoch: 20, Iteration:    20 loss: 0.097
Epoch: 20, Iteration:    40 loss: 0.113
Epoch: 20, Iteration:    60 loss: 0.118
Epoch: 20, Iteration:    80 loss: 0.118
Epoch: 20, Iteration:   100 loss: 0.126
Epoch: 20, Iteration:   120 loss: 0.095
Epoch: 20, Iteration:   140 loss: 0.101
Epoch: 20, Iteration:   160 loss: 0.127
Epoch: 20, Iteration:   180 loss: 0.110
Epoch: 20, Iteration:   200 loss: 0.105
Epoch: 20, Iteration:   220 loss: 0.122
Epoch: 20, Iteration:   240 loss: 0.103
Epoch: 20, Iteration:   260 loss: 0.122
Epoch: 20, Iteration:   280 loss: 0.112
Epoch: 20, Iteration:   300 loss: 0.111
Epoch: 20, Iteration:   320 loss: 0.106
Epoch: 20, Iteration:   340 loss: 0.095
Epoch: 20, Iteration:   360 loss: 0.123
Epoch: 20, Iteration:   380 loss: 0.104
Epoch: 20, Iteration:   400 loss: 0.115
Epoch: 20, Iteration:   420 loss: 0.114
Epoch: 20, Iteration:   440 loss: 0.097
Epoch: 20, Iteration:   460 loss: 0.116
Epoch: 20, Iteration:   480 loss: 0.104
Epoch: 20, Iteration:   500 loss: 0.113
Epoch: 20, Iteration:   520 loss: 0.101
Epoch: 20, Iteration:   540 loss: 0.112
Epoch: 20, Iteration:   560 loss: 0.121
Epoch: 20, Iteration:   580 loss: 0.110
Epoch: 20, Iteration:   600 loss: 0.103
Epoch: 20, Iteration:   620 loss: 0.114
Epoch: 20, Iteration:   640 loss: 0.106
Epoch: 20, Iteration:   660 loss: 0.112
Epoch: 20, Iteration:   680 loss: 0.079
Epoch: 20, Iteration:   700 loss: 0.104
Epoch: 20, Iteration:   720 loss: 0.100
Epoch: 20, Iteration:   740 loss: 0.108
Epoch: 20, Iteration:   760 loss: 0.101
Epoch: 20, Iteration:   780 loss: 0.115
Loss: 1.591
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 69 %
Accuracy of   car : 72 %
Accuracy of  bird : 55 %
Accuracy of   cat : 52 %
Accuracy of  deer : 56 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 21, Iteration:     0 loss: 0.002
Epoch: 21, Iteration:    20 loss: 0.122
Epoch: 21, Iteration:    40 loss: 0.103
Epoch: 21, Iteration:    60 loss: 0.106
Epoch: 21, Iteration:    80 loss: 0.107
Epoch: 21, Iteration:   100 loss: 0.113
Epoch: 21, Iteration:   120 loss: 0.072
Epoch: 21, Iteration:   140 loss: 0.095
Epoch: 21, Iteration:   160 loss: 0.104
Epoch: 21, Iteration:   180 loss: 0.092
Epoch: 21, Iteration:   200 loss: 0.098
Epoch: 21, Iteration:   220 loss: 0.108
Epoch: 21, Iteration:   240 loss: 0.138
Epoch: 21, Iteration:   260 loss: 0.086
Epoch: 21, Iteration:   280 loss: 0.110
Epoch: 21, Iteration:   300 loss: 0.097
Epoch: 21, Iteration:   320 loss: 0.110
Epoch: 21, Iteration:   340 loss: 0.113
Epoch: 21, Iteration:   360 loss: 0.097
Epoch: 21, Iteration:   380 loss: 0.091
Epoch: 21, Iteration:   400 loss: 0.098
Epoch: 21, Iteration:   420 loss: 0.111
Epoch: 21, Iteration:   440 loss: 0.126
Epoch: 21, Iteration:   460 loss: 0.086
Epoch: 21, Iteration:   480 loss: 0.127
Epoch: 21, Iteration:   500 loss: 0.120
Epoch: 21, Iteration:   520 loss: 0.114
Epoch: 21, Iteration:   540 loss: 0.111
Epoch: 21, Iteration:   560 loss: 0.102
Epoch: 21, Iteration:   580 loss: 0.086
Epoch: 21, Iteration:   600 loss: 0.108
Epoch: 21, Iteration:   620 loss: 0.108
Epoch: 21, Iteration:   640 loss: 0.110
Epoch: 21, Iteration:   660 loss: 0.092
Epoch: 21, Iteration:   680 loss: 0.105
Epoch: 21, Iteration:   700 loss: 0.101
Epoch: 21, Iteration:   720 loss: 0.092
Epoch: 21, Iteration:   740 loss: 0.116
Epoch: 21, Iteration:   760 loss: 0.122
Epoch: 21, Iteration:   780 loss: 0.103
Loss: 1.608
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 69 %
Accuracy of   car : 72 %
Accuracy of  bird : 55 %
Accuracy of   cat : 50 %
Accuracy of  deer : 56 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 22, Iteration:     0 loss: 0.004
Epoch: 22, Iteration:    20 loss: 0.092
Epoch: 22, Iteration:    40 loss: 0.104
Epoch: 22, Iteration:    60 loss: 0.128
Epoch: 22, Iteration:    80 loss: 0.104
Epoch: 22, Iteration:   100 loss: 0.116
Epoch: 22, Iteration:   120 loss: 0.100
Epoch: 22, Iteration:   140 loss: 0.095
Epoch: 22, Iteration:   160 loss: 0.103
Epoch: 22, Iteration:   180 loss: 0.110
Epoch: 22, Iteration:   200 loss: 0.111
Epoch: 22, Iteration:   220 loss: 0.083
Epoch: 22, Iteration:   240 loss: 0.113
Epoch: 22, Iteration:   260 loss: 0.135
Epoch: 22, Iteration:   280 loss: 0.115
Epoch: 22, Iteration:   300 loss: 0.105
Epoch: 22, Iteration:   320 loss: 0.098
Epoch: 22, Iteration:   340 loss: 0.116
Epoch: 22, Iteration:   360 loss: 0.087
Epoch: 22, Iteration:   380 loss: 0.090
Epoch: 22, Iteration:   400 loss: 0.107
Epoch: 22, Iteration:   420 loss: 0.095
Epoch: 22, Iteration:   440 loss: 0.096
Epoch: 22, Iteration:   460 loss: 0.078
Epoch: 22, Iteration:   480 loss: 0.101
Epoch: 22, Iteration:   500 loss: 0.098
Epoch: 22, Iteration:   520 loss: 0.099
Epoch: 22, Iteration:   540 loss: 0.094
Epoch: 22, Iteration:   560 loss: 0.098
Epoch: 22, Iteration:   580 loss: 0.091
Epoch: 22, Iteration:   600 loss: 0.113
Epoch: 22, Iteration:   620 loss: 0.092
Epoch: 22, Iteration:   640 loss: 0.100
Epoch: 22, Iteration:   660 loss: 0.097
Epoch: 22, Iteration:   680 loss: 0.092
Epoch: 22, Iteration:   700 loss: 0.098
Epoch: 22, Iteration:   720 loss: 0.097
Epoch: 22, Iteration:   740 loss: 0.092
Epoch: 22, Iteration:   760 loss: 0.098
Epoch: 22, Iteration:   780 loss: 0.103
Loss: 1.625
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 69 %
Accuracy of   car : 72 %
Accuracy of  bird : 55 %
Accuracy of   cat : 50 %
Accuracy of  deer : 58 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 23, Iteration:     0 loss: 0.006
Epoch: 23, Iteration:    20 loss: 0.094
Epoch: 23, Iteration:    40 loss: 0.084
Epoch: 23, Iteration:    60 loss: 0.094
Epoch: 23, Iteration:    80 loss: 0.095
Epoch: 23, Iteration:   100 loss: 0.081
Epoch: 23, Iteration:   120 loss: 0.087
Epoch: 23, Iteration:   140 loss: 0.107
Epoch: 23, Iteration:   160 loss: 0.103
Epoch: 23, Iteration:   180 loss: 0.084
Epoch: 23, Iteration:   200 loss: 0.098
Epoch: 23, Iteration:   220 loss: 0.102
Epoch: 23, Iteration:   240 loss: 0.085
Epoch: 23, Iteration:   260 loss: 0.088
Epoch: 23, Iteration:   280 loss: 0.095
Epoch: 23, Iteration:   300 loss: 0.098
Epoch: 23, Iteration:   320 loss: 0.096
Epoch: 23, Iteration:   340 loss: 0.097
Epoch: 23, Iteration:   360 loss: 0.094
Epoch: 23, Iteration:   380 loss: 0.107
Epoch: 23, Iteration:   400 loss: 0.101
Epoch: 23, Iteration:   420 loss: 0.096
Epoch: 23, Iteration:   440 loss: 0.117
Epoch: 23, Iteration:   460 loss: 0.092
Epoch: 23, Iteration:   480 loss: 0.098
Epoch: 23, Iteration:   500 loss: 0.103
Epoch: 23, Iteration:   520 loss: 0.097
Epoch: 23, Iteration:   540 loss: 0.092
Epoch: 23, Iteration:   560 loss: 0.096
Epoch: 23, Iteration:   580 loss: 0.101
Epoch: 23, Iteration:   600 loss: 0.114
Epoch: 23, Iteration:   620 loss: 0.103
Epoch: 23, Iteration:   640 loss: 0.104
Epoch: 23, Iteration:   660 loss: 0.105
Epoch: 23, Iteration:   680 loss: 0.099
Epoch: 23, Iteration:   700 loss: 0.097
Epoch: 23, Iteration:   720 loss: 0.081
Epoch: 23, Iteration:   740 loss: 0.110
Epoch: 23, Iteration:   760 loss: 0.091
Epoch: 23, Iteration:   780 loss: 0.106
Loss: 1.643
Accuracy of the network on the 10000 test images: 64 %
Accuracy of plane : 69 %
Accuracy of   car : 72 %
Accuracy of  bird : 56 %
Accuracy of   cat : 50 %
Accuracy of  deer : 58 %
Accuracy of   dog : 47 %
Accuracy of  frog : 67 %
Accuracy of horse : 79 %
Accuracy of  ship : 77 %
Accuracy of truck : 67 %
Epoch: 24, Iteration:     0 loss: 0.004
Epoch: 24, Iteration:    20 loss: 0.093
Epoch: 24, Iteration:    40 loss: 0.092
Epoch: 24, Iteration:    60 loss: 0.098
Epoch: 24, Iteration:    80 loss: 0.095
Epoch: 24, Iteration:   100 loss: 0.097
Epoch: 24, Iteration:   120 loss: 0.096
Epoch: 24, Iteration:   140 loss: 0.096
Epoch: 24, Iteration:   160 loss: 0.093
Epoch: 24, Iteration:   180 loss: 0.095
Epoch: 24, Iteration:   200 loss: 0.091
Epoch: 24, Iteration:   220 loss: 0.094
Epoch: 24, Iteration:   240 loss: 0.112
Epoch: 24, Iteration:   260 loss: 0.097
Epoch: 24, Iteration:   280 loss: 0.090
Epoch: 24, Iteration:   300 loss: 0.090
Epoch: 24, Iteration:   320 loss: 0.108
Epoch: 24, Iteration:   340 loss: 0.077
Epoch: 24, Iteration:   360 loss: 0.096
Epoch: 24, Iteration:   380 loss: 0.096
